7.576 ACK: 0 | Send ACK
8.303 ACK: 1 | Send ACK
8.304 ACK: 0 | Send ACK
8.304 ACK: 1 | Send ACK
8.305 ACK: 0 | Send ACK
8.306 ACK: 1 | Send ACK
8.306 ACK: 0 | Send ACK
8.307 ACK: 1 | Send ACK
8.307 ACK: 0 | Send ACK
8.308 ACK: 1 | Send ACK
8.308 ACK: 0 | Send ACK
8.309 ACK: 1 | Send ACK
8.309 ACK: 0 | Send ACK
8.309 ACK: 1 | Send ACK
8.311 ACK: 0 | Send ACK
8.311 ACK: 1 | Send ACK
8.311 ACK: 0 | Send ACK
8.312 ACK: 1 | Send ACK
8.312 ACK: 0 | Send ACK
8.312 ACK: 1 | Send ACK
8.313 ACK: 0 | Send ACK
8.313 ACK: 1 | Send ACK
8.315 ACK: 0 | Send ACK
8.316 ACK: 0 | DATA Corrupted
8.316 ACK: 1 | Send ACK
8.317 ACK: 0 | DATA Corrupted
8.318 ACK: 0 | DATA Corrupted
8.319 ACK: 0 | DATA Corrupted
8.319 ACK: 0 | Send ACK
8.319 ACK: 1 | Send ACK
8.320 ACK: 0 | Send ACK
8.320 ACK: 1 | Send ACK
8.321 ACK: 0 | Send ACK
8.321 ACK: 1 | Send ACK
8.321 ACK: 0 | Send ACK
8.322 ACK: 1 | Send ACK
8.322 ACK: 0 | Send ACK
8.322 ACK: 1 | Send ACK
8.323 ACK: 0 | Send ACK
8.324 ACK: 1 | Send ACK
8.325 ACK: 0 | Send ACK
8.325 ACK: 1 | Send ACK
8.325 ACK: 0 | Send ACK
8.326 ACK: 1 | Send ACK
8.326 ACK: 0 | Send ACK
8.327 ACK: 1 | Send ACK
8.327 ACK: 0 | Send ACK
8.328 ACK: 1 | DATA Corrupted
8.328 ACK: 1 | Send ACK
8.329 ACK: 0 | Send ACK
8.330 ACK: 1 | DATA Corrupted
8.331 ACK: 1 | DATA Corrupted
8.331 ACK: 1 | Send ACK
8.331 ACK: 0 | Send ACK
8.332 ACK: 1 | DATA Corrupted
8.332 ACK: 1 | DATA Corrupted
8.332 ACK: 1 | Send ACK
8.333 ACK: 0 | Send ACK
8.333 ACK: 1 | Send ACK
8.334 ACK: 0 | Send ACK
8.335 ACK: 1 | DATA Corrupted
8.335 ACK: 1 | Send ACK
8.335 ACK: 0 | Send ACK
8.336 ACK: 1 | DATA Corrupted
8.336 ACK: 1 | Send ACK
8.337 ACK: 0 | Send ACK
8.337 ACK: 1 | Send ACK
8.338 ACK: 0 | Send ACK
8.338 ACK: 1 | Send ACK
8.339 ACK: 0 | DATA Corrupted
8.339 ACK: 0 | Send ACK
8.339 ACK: 1 | Send ACK
8.340 ACK: 0 | Send ACK
8.340 ACK: 1 | Send ACK
8.341 ACK: 0 | Send ACK
8.341 ACK: 1 | Send ACK
8.342 ACK: 0 | Send ACK
8.344 ACK: 1 | Send ACK
8.345 ACK: 0 | Send ACK
8.345 ACK: 1 | Send ACK
8.346 ACK: 1 | DATA Corrupted
8.347 ACK: 0 | Send ACK
8.348 ACK: 1 | Send ACK
8.349 ACK: 0 | Send ACK
8.349 ACK: 1 | Send ACK
8.349 ACK: 0 | Send ACK
8.349 ACK: 1 | Send ACK
8.350 ACK: 0 | Send ACK
8.350 ACK: 1 | Send ACK
8.351 ACK: 0 | DATA Corrupted
8.352 ACK: 0 | Send ACK
8.352 ACK: 1 | Send ACK
8.353 ACK: 0 | Send ACK
8.353 ACK: 1 | Send ACK
8.354 ACK: 0 | Send ACK
8.354 ACK: 1 | Send ACK
8.355 ACK: 0 | DATA Corrupted
8.355 ACK: 0 | Send ACK
8.356 ACK: 1 | Send ACK
8.356 ACK: 0 | Send ACK
8.358 ACK: 1 | Send ACK
8.358 ACK: 0 | Send ACK
8.358 ACK: 1 | Send ACK
8.359 ACK: 0 | Send ACK
8.359 ACK: 1 | Send ACK
8.359 ACK: 0 | Send ACK
8.360 ACK: 1 | Send ACK
8.360 ACK: 0 | Send ACK
8.360 ACK: 1 | Send ACK
8.361 ACK: 0 | Send ACK
8.361 ACK: 1 | Send ACK
8.363 ACK: 0 | DATA Corrupted
8.365 ACK: 0 | Send ACK
8.366 ACK: 1 | Send ACK
8.366 ACK: 0 | Send ACK
8.366 ACK: 1 | Send ACK
8.367 ACK: 0 | DATA Corrupted
8.368 ACK: 0 | DATA Corrupted
8.368 ACK: 0 | Send ACK
8.368 ACK: 1 | Send ACK
8.368 ACK: 0 | Send ACK
8.369 ACK: 1 | Send ACK
8.369 ACK: 0 | Send ACK
8.370 ACK: 1 | Send ACK
8.371 ACK: 0 | Send ACK
8.371 ACK: 1 | Send ACK
8.372 ACK: 0 | Send ACK
8.372 ACK: 1 | Send ACK
8.373 ACK: 0 | Send ACK
8.373 ACK: 1 | Send ACK
8.373 ACK: 0 | Send ACK
8.374 ACK: 1 | Send ACK
8.375 ACK: 0 | Send ACK
8.377 ACK: 1 | Send ACK
8.378 ACK: 0 | Send ACK
8.379 ACK: 1 | Send ACK
8.380 ACK: 0 | Send ACK
8.380 ACK: 1 | Send ACK
8.381 ACK: 0 | Send ACK
8.381 ACK: 1 | Send ACK
8.382 ACK: 0 | Send ACK
8.382 ACK: 1 | Send ACK
8.382 ACK: 0 | Send ACK
8.384 ACK: 1 | Send ACK
8.384 ACK: 0 | Send ACK
8.385 ACK: 1 | Send ACK
8.385 ACK: 0 | Send ACK
8.386 ACK: 1 | DATA Corrupted
8.386 ACK: 1 | Send ACK
8.387 ACK: 0 | Send ACK
8.387 ACK: 1 | Send ACK
8.388 ACK: 0 | Send ACK
8.388 ACK: 1 | Send ACK
8.389 ACK: 0 | Send ACK
8.391 ACK: 1 | Send ACK
8.391 ACK: 0 | Send ACK
8.392 ACK: 1 | Send ACK
8.392 ACK: 0 | Send ACK
8.393 ACK: 1 | DATA Corrupted
8.393 ACK: 1 | Send ACK
8.393 ACK: 0 | Send ACK
8.393 ACK: 1 | Send ACK
8.394 ACK: 0 | Send ACK
8.394 ACK: 1 | Send ACK
8.395 ACK: 0 | Send ACK
8.399 ACK: 1 | Send ACK
8.399 ACK: 0 | Send ACK
8.400 ACK: 1 | DATA Corrupted
8.400 ACK: 1 | Send ACK
8.401 ACK: 0 | Send ACK
8.401 ACK: 1 | Send ACK
8.402 ACK: 0 | Send ACK
8.402 ACK: 1 | Send ACK
8.403 ACK: 0 | Send ACK
8.403 ACK: 1 | Send ACK
8.404 ACK: 0 | Send ACK
8.405 ACK: 1 | Send ACK
8.405 ACK: 0 | Send ACK
8.406 ACK: 1 | DATA Corrupted
8.407 ACK: 1 | Send ACK
8.407 ACK: 0 | Send ACK
8.407 ACK: 1 | Send ACK
8.408 ACK: 0 | Send ACK
8.408 ACK: 1 | Send ACK
8.408 ACK: 0 | Send ACK
8.409 ACK: 1 | DATA Corrupted
8.409 ACK: 1 | Send ACK
8.410 ACK: 0 | Send ACK
8.410 ACK: 1 | Send ACK
8.411 ACK: 0 | Send ACK
8.412 ACK: 1 | Send ACK
8.413 ACK: 0 | Send ACK
8.414 ACK: 1 | Send ACK
8.415 ACK: 0 | Send ACK
8.415 ACK: 1 | Send ACK
8.416 ACK: 0 | Send ACK
8.416 ACK: 1 | Send ACK
8.417 ACK: 0 | Send ACK
8.420 ACK: 1 | DATA Corrupted
8.420 ACK: 1 | Send ACK
8.420 ACK: 0 | Send ACK
8.421 ACK: 1 | Send ACK
8.421 ACK: 0 | Send ACK
8.421 ACK: 1 | Send ACK
8.422 ACK: 0 | Send ACK
8.423 ACK: 1 | DATA Corrupted
8.423 ACK: 1 | DATA Corrupted
8.424 ACK: 1 | Send ACK
8.424 ACK: 0 | Send ACK
8.424 ACK: 1 | Send ACK
8.425 ACK: 0 | DATA Corrupted
8.426 ACK: 0 | Send ACK
8.426 ACK: 1 | Send ACK
8.427 ACK: 0 | Send ACK
8.428 ACK: 1 | Send ACK
8.428 ACK: 0 | Send ACK
8.428 ACK: 1 | Send ACK
8.429 ACK: 0 | Send ACK
8.429 ACK: 1 | Send ACK
8.430 ACK: 0 | Send ACK
8.430 ACK: 1 | Send ACK
8.433 ACK: 0 | Send ACK
8.434 ACK: 1 | Send ACK
8.434 ACK: 0 | Send ACK
8.435 ACK: 1 | Send ACK
8.435 ACK: 0 | Send ACK
8.435 ACK: 1 | Send ACK
8.436 ACK: 0 | Send ACK
8.436 ACK: 1 | DATA Corrupted
8.436 ACK: 1 | Send ACK
8.437 ACK: 0 | Send ACK
8.437 ACK: 1 | Send ACK
8.438 ACK: 0 | Send ACK
8.438 ACK: 1 | Send ACK
8.439 ACK: 0 | Send ACK
8.440 ACK: 1 | DATA Corrupted
8.440 ACK: 1 | Send ACK
8.440 ACK: 0 | Send ACK
8.440 ACK: 1 | Send ACK
8.440 ACK: 0 | Send ACK
8.441 ACK: 1 | Send ACK
8.441 ACK: 0 | Send ACK
8.441 ACK: 1 | Send ACK
8.442 ACK: 0 | Send ACK
8.443 ACK: 1 | Send ACK
8.444 ACK: 0 | Send ACK
8.444 ACK: 1 | Send ACK
8.445 ACK: 0 | Send ACK
8.446 ACK: 1 | Send ACK
8.447 ACK: 0 | Send ACK
8.447 ACK: 1 | Send ACK
8.448 ACK: 0 | Send ACK
8.448 ACK: 1 | Send ACK
8.449 ACK: 0 | Send ACK
8.450 ACK: 1 | Send ACK
8.450 ACK: 0 | Send ACK
8.451 ACK: 1 | Send ACK
8.452 ACK: 0 | DATA Corrupted
8.452 ACK: 0 | Send ACK
8.452 ACK: 1 | Send ACK
8.453 ACK: 0 | Send ACK
8.454 ACK: 1 | DATA Corrupted
8.454 ACK: 1 | Send ACK
8.454 ACK: 0 | Send ACK
8.454 ACK: 1 | Send ACK
8.455 ACK: 0 | DATA Corrupted
8.456 ACK: 0 | Send ACK
8.456 ACK: 1 | Send ACK
8.457 ACK: 0 | DATA Corrupted
8.457 ACK: 0 | Send ACK
8.458 ACK: 1 | Send ACK
8.458 ACK: 0 | DATA Corrupted
8.458 ACK: 0 | Send ACK
8.459 ACK: 1 | Send ACK
8.460 ACK: 0 | Send ACK
8.460 ACK: 1 | Send ACK
8.461 ACK: 0 | Send ACK
8.461 ACK: 1 | Send ACK
8.463 ACK: 0 | DATA Corrupted
8.463 ACK: 0 | Send ACK
8.464 ACK: 1 | Send ACK
8.465 ACK: 0 | Send ACK
8.465 ACK: 1 | Send ACK
8.466 ACK: 0 | Send ACK
8.466 ACK: 1 | Send ACK
8.468 ACK: 0 | DATA Corrupted
8.469 ACK: 0 | Send ACK
8.469 ACK: 1 | Send ACK
8.470 ACK: 0 | DATA Corrupted
8.470 ACK: 0 | Send ACK
8.470 ACK: 1 | Send ACK
8.471 ACK: 0 | Send ACK
8.472 ACK: 1 | DATA Corrupted
8.472 ACK: 1 | Send ACK
8.472 ACK: 0 | Send ACK
8.473 ACK: 1 | Send ACK
8.473 ACK: 0 | Send ACK
8.473 ACK: 1 | Send ACK
8.474 ACK: 0 | Send ACK
8.474 ACK: 1 | Send ACK
8.475 ACK: 0 | Send ACK
8.475 ACK: 1 | Send ACK
8.476 ACK: 0 | Send ACK
8.483 ACK: 1 | Send ACK
8.485 ACK: 0 | Send ACK
8.485 ACK: 1 | Send ACK
8.486 ACK: 0 | DATA Corrupted
8.486 ACK: 0 | Send ACK
8.486 ACK: 1 | Send ACK
8.486 ACK: 0 | Send ACK
8.487 ACK: 1 | Send ACK
8.487 ACK: 0 | Send ACK
8.487 ACK: 1 | Send ACK
8.488 ACK: 0 | DATA Corrupted
8.488 ACK: 0 | Send ACK
8.489 ACK: 1 | DATA Corrupted
8.489 ACK: 1 | Send ACK
8.490 ACK: 0 | Send ACK
8.491 ACK: 1 | Send ACK
8.491 ACK: 0 | Send ACK
8.491 ACK: 1 | Send ACK
8.492 ACK: 0 | Send ACK
8.492 ACK: 1 | Send ACK
8.492 ACK: 0 | Send ACK
8.493 ACK: 1 | Send ACK
8.493 ACK: 0 | Send ACK
8.495 ACK: 1 | Send ACK
8.495 ACK: 0 | Send ACK
8.496 ACK: 1 | Send ACK
8.496 ACK: 0 | Send ACK
8.497 ACK: 1 | Send ACK
8.499 ACK: 0 | DATA Corrupted
8.499 ACK: 0 | DATA Corrupted
8.500 ACK: 0 | Send ACK
8.500 ACK: 1 | Send ACK
8.500 ACK: 0 | Send ACK
8.500 ACK: 1 | Send ACK
8.501 ACK: 0 | Send ACK
8.502 ACK: 1 | Send ACK
8.502 ACK: 0 | Send ACK
8.502 ACK: 1 | Send ACK
8.503 ACK: 0 | Send ACK
8.503 ACK: 1 | Send ACK
8.504 ACK: 0 | Send ACK
8.504 ACK: 1 | Send ACK
8.504 ACK: 0 | Send ACK
8.504 ACK: 1 | Send ACK
8.505 ACK: 0 | Send ACK
8.505 ACK: 1 | Send ACK
8.506 ACK: 0 | Send ACK
8.507 ACK: 1 | Send ACK
8.508 ACK: 0 | Send ACK
8.508 ACK: 1 | Send ACK
8.509 ACK: 0 | Send ACK
8.509 ACK: 1 | Send ACK
8.510 ACK: 0 | Send ACK
8.510 ACK: 1 | Send ACK
8.511 ACK: 0 | Send ACK
8.512 ACK: 0 | Send ACK Again
8.513 ACK: 1 | Send ACK
8.513 ACK: 0 | Send ACK
8.514 ACK: 1 | Send ACK
8.515 ACK: 0 | Send ACK
8.515 ACK: 1 | Send ACK
8.515 ACK: 0 | Send ACK
8.516 ACK: 1 | Send ACK
8.516 ACK: 0 | Send ACK
8.516 ACK: 1 | Send ACK
8.517 ACK: 0 | Send ACK
8.517 ACK: 1 | Send ACK
8.518 ACK: 0 | Send ACK
8.518 ACK: 1 | Send ACK
8.518 ACK: 0 | Send ACK
8.519 ACK: 1 | Send ACK
8.519 ACK: 0 | Send ACK
8.519 ACK: 1 | Send ACK
8.520 ACK: 0 | Send ACK
8.520 ACK: 1 | Send ACK
8.520 ACK: 0 | Send ACK
8.521 ACK: 1 | Send ACK
8.521 ACK: 0 | Send ACK
8.522 ACK: 1 | Send ACK
8.522 ACK: 0 | Send ACK
8.522 ACK: 1 | Send ACK
8.523 ACK: 0 | Send ACK
8.523 ACK: 1 | Send ACK
8.524 ACK: 0 | Send ACK
8.524 ACK: 1 | DATA Corrupted
8.525 ACK: 1 | Send ACK
8.525 ACK: 0 | Send ACK
8.526 ACK: 1 | Send ACK
8.526 ACK: 0 | Send ACK
8.527 ACK: 1 | Send ACK
8.527 ACK: 0 | Send ACK
8.528 ACK: 1 | Send ACK
8.528 ACK: 0 | Send ACK
8.529 ACK: 1 | DATA Corrupted
8.529 ACK: 1 | Send ACK
8.530 ACK: 0 | Send ACK
8.530 ACK: 1 | Send ACK
8.535 ACK: 0 | Send ACK
8.535 ACK: 1 | Send ACK
8.536 ACK: 0 | Send ACK
8.536 ACK: 1 | Send ACK
8.536 ACK: 0 | Send ACK
8.537 ACK: 1 | Send ACK
8.537 ACK: 0 | Send ACK
8.537 ACK: 1 | Send ACK
8.538 ACK: 0 | Send ACK
8.538 ACK: 1 | Send ACK
8.540 ACK: 0 | Send ACK
8.540 ACK: 1 | Send ACK
8.541 ACK: 0 | Send ACK
8.541 ACK: 1 | Send ACK
8.542 ACK: 0 | Send ACK
8.542 ACK: 1 | Send ACK
8.543 ACK: 0 | DATA Corrupted
8.543 ACK: 0 | Send ACK
8.543 ACK: 1 | Send ACK
8.544 ACK: 0 | Send ACK
8.544 ACK: 1 | Send ACK
8.550 ACK: 0 | DATA Corrupted
8.550 ACK: 0 | Send ACK
8.550 ACK: 1 | Send ACK
8.551 ACK: 0 | Send ACK
8.551 ACK: 1 | Send ACK
8.551 ACK: 0 | Send ACK
8.552 ACK: 1 | Send ACK
8.552 ACK: 0 | Send ACK
8.552 ACK: 1 | Send ACK
8.553 ACK: 0 | Send ACK
8.553 ACK: 1 | Send ACK
8.554 ACK: 0 | DATA Corrupted
8.554 ACK: 0 | Send ACK
8.555 ACK: 1 | DATA Corrupted
8.555 ACK: 1 | Send ACK
8.556 ACK: 0 | DATA Corrupted
8.557 ACK: 0 | Send ACK
8.557 ACK: 1 | Send ACK
8.557 ACK: 0 | Send ACK
8.558 ACK: 1 | Send ACK
8.558 ACK: 0 | Send ACK
8.558 ACK: 1 | Send ACK
8.558 ACK: 0 | Send ACK
8.559 ACK: 1 | Send ACK
8.559 ACK: 0 | Send ACK
8.560 ACK: 1 | Send ACK
8.561 ACK: 0 | Send ACK
8.561 ACK: 1 | Send ACK
8.562 ACK: 0 | Send ACK
8.563 ACK: 1 | DATA Corrupted
8.563 ACK: 1 | Send ACK
8.563 ACK: 0 | Send ACK
8.564 ACK: 1 | Send ACK
8.565 ACK: 0 | DATA Corrupted
8.565 ACK: 0 | Send ACK
8.566 ACK: 1 | Send ACK
8.568 ACK: 0 | Send ACK
8.570 ACK: 1 | DATA Corrupted
8.570 ACK: 1 | Send ACK
8.570 ACK: 0 | Send ACK
8.570 ACK: 1 | Send ACK
8.571 ACK: 0 | Send ACK
8.571 ACK: 1 | Send ACK
8.572 ACK: 0 | Send ACK
8.572 ACK: 1 | Send ACK
8.572 ACK: 0 | Send ACK
8.573 ACK: 1 | DATA Corrupted
8.573 ACK: 1 | DATA Corrupted
8.574 ACK: 1 | Send ACK
8.574 ACK: 0 | Send ACK
8.575 ACK: 1 | Send ACK
8.575 ACK: 0 | Send ACK
8.575 ACK: 1 | Send ACK
8.576 ACK: 0 | Send ACK
8.576 ACK: 1 | Send ACK
8.577 ACK: 0 | Send ACK
8.577 ACK: 1 | Send ACK
8.578 ACK: 0 | Send ACK
8.578 ACK: 1 | Send ACK
8.584 ACK: 0 | Send ACK
8.585 ACK: 1 | Send ACK
8.586 ACK: 0 | Send ACK
8.586 ACK: 1 | Send ACK
8.586 ACK: 0 | Send ACK
8.587 ACK: 1 | Send ACK
8.587 ACK: 0 | Send ACK
8.588 ACK: 1 | Send ACK
8.588 ACK: 0 | Send ACK
8.588 ACK: 1 | Send ACK
8.589 ACK: 0 | Send ACK
8.590 ACK: 1 | Send ACK
8.590 ACK: 0 | Send ACK
8.590 ACK: 1 | Send ACK
8.591 ACK: 0 | Send ACK
8.591 ACK: 1 | Send ACK
8.592 ACK: 0 | Send ACK
8.592 ACK: 1 | Send ACK
8.592 ACK: 0 | Send ACK
8.593 ACK: 1 | Send ACK
8.598 ACK: 0 | Send ACK
8.600 ACK: 1 | DATA Corrupted
8.600 ACK: 1 | Send ACK
8.600 ACK: 0 | Send ACK
8.601 ACK: 1 | DATA Corrupted
8.602 ACK: 1 | Send ACK
8.602 ACK: 0 | Send ACK
8.602 ACK: 1 | Send ACK
8.603 ACK: 0 | Send ACK
8.603 ACK: 1 | Send ACK
8.603 ACK: 0 | Send ACK
8.604 ACK: 1 | Send ACK
8.604 ACK: 0 | Send ACK
8.605 ACK: 1 | Send ACK
8.605 ACK: 0 | Send ACK
8.605 ACK: 1 | Send ACK
8.605 ACK: 0 | Send ACK
8.606 ACK: 1 | DATA Corrupted
8.606 ACK: 1 | Send ACK
8.607 ACK: 0 | Send ACK
8.608 ACK: 1 | DATA Corrupted
8.609 ACK: 1 | DATA Corrupted
8.609 ACK: 1 | Send ACK
8.610 ACK: 0 | DATA Corrupted
8.610 ACK: 0 | Send ACK
8.610 ACK: 1 | Send ACK
8.613 ACK: 0 | Send ACK
8.614 ACK: 1 | Send ACK
8.616 ACK: 0 | Send ACK
8.617 ACK: 1 | DATA Corrupted
8.617 ACK: 1 | Send ACK
8.618 ACK: 0 | Send ACK
8.618 ACK: 1 | Send ACK
8.618 ACK: 0 | Send ACK
8.619 ACK: 1 | Send ACK
8.619 ACK: 0 | Send ACK
8.619 ACK: 1 | Send ACK
8.620 ACK: 0 | Send ACK
8.620 ACK: 1 | Send ACK
8.621 ACK: 0 | Send ACK
8.621 ACK: 1 | DATA Corrupted
8.622 ACK: 1 | Send ACK
8.623 ACK: 0 | DATA Corrupted
8.623 ACK: 0 | Send ACK
8.623 ACK: 1 | Send ACK
8.624 ACK: 0 | Send ACK
8.624 ACK: 1 | Send ACK
8.625 ACK: 0 | Send ACK
8.625 ACK: 1 | Send ACK
8.628 ACK: 0 | Send ACK
8.629 ACK: 1 | Send ACK
8.629 ACK: 0 | Send ACK
8.629 ACK: 1 | Send ACK
8.631 ACK: 0 | Send ACK
8.632 ACK: 1 | Send ACK
8.633 ACK: 0 | Send ACK
8.634 ACK: 1 | Send ACK
8.634 ACK: 0 | Send ACK
8.634 ACK: 1 | Send ACK
8.636 ACK: 0 | Send ACK
8.636 ACK: 1 | Send ACK
8.637 ACK: 0 | Send ACK
8.637 ACK: 1 | Send ACK
8.638 ACK: 0 | Send ACK
8.638 ACK: 1 | Send ACK
8.639 ACK: 0 | Send ACK
8.639 ACK: 1 | Send ACK
8.640 ACK: 0 | Send ACK
8.640 ACK: 1 | Send ACK
8.643 ACK: 0 | Send ACK
8.644 ACK: 1 | Send ACK
8.644 ACK: 0 | Send ACK
8.644 ACK: 1 | Send ACK
8.645 ACK: 0 | DATA Corrupted
8.645 ACK: 0 | Send ACK
8.645 ACK: 1 | Send ACK
8.646 ACK: 0 | Send ACK
8.647 ACK: 1 | Send ACK
8.649 ACK: 0 | Send ACK
8.649 ACK: 1 | Send ACK
8.651 ACK: 0 | Send ACK
8.652 ACK: 1 | Send ACK
8.652 ACK: 0 | Send ACK
8.653 ACK: 1 | Send ACK
8.653 ACK: 0 | Send ACK
8.654 ACK: 1 | Send ACK
8.654 ACK: 0 | Send ACK
8.655 ACK: 1 | Send ACK
8.655 ACK: 0 | Send ACK
8.656 ACK: 1 | DATA Corrupted
8.656 ACK: 1 | Send ACK
8.658 ACK: 0 | Send ACK
8.659 ACK: 1 | Send ACK
8.659 ACK: 0 | Send ACK
8.660 ACK: 1 | Send ACK
8.660 ACK: 0 | Send ACK
8.660 ACK: 1 | Send ACK
8.660 ACK: 0 | Send ACK
8.661 ACK: 1 | Send ACK
8.661 ACK: 0 | Send ACK
8.662 ACK: 1 | DATA Corrupted
8.662 ACK: 1 | Send ACK
8.663 ACK: 0 | Send ACK
8.665 ACK: 1 | Send ACK
8.666 ACK: 0 | Send ACK
8.666 ACK: 1 | Send ACK
8.666 ACK: 0 | Send ACK
8.667 ACK: 1 | Send ACK
8.668 ACK: 0 | DATA Corrupted
8.668 ACK: 0 | Send ACK
8.668 ACK: 1 | Send ACK
8.669 ACK: 0 | Send ACK
8.669 ACK: 1 | Send ACK
8.671 ACK: 0 | Send ACK
8.672 ACK: 1 | Send ACK
8.672 ACK: 0 | Send ACK
8.672 ACK: 1 | Send ACK
8.673 ACK: 0 | Send ACK
8.673 ACK: 1 | Send ACK
8.674 ACK: 0 | Send ACK
8.674 ACK: 1 | Send ACK
8.674 ACK: 0 | Send ACK
8.675 ACK: 1 | Send ACK
8.675 ACK: 0 | Send ACK
8.676 ACK: 1 | Send ACK
8.676 ACK: 0 | Send ACK
8.677 ACK: 1 | Send ACK
8.677 ACK: 0 | Send ACK
8.677 ACK: 1 | Send ACK
8.678 ACK: 0 | Send ACK
8.678 ACK: 1 | Send ACK
8.678 ACK: 0 | Send ACK
8.678 ACK: 1 | Send ACK
8.679 ACK: 0 | Send ACK
8.682 ACK: 1 | DATA Corrupted
8.682 ACK: 1 | Send ACK
8.683 ACK: 0 | Send ACK
8.683 ACK: 1 | Send ACK
8.684 ACK: 0 | Send ACK
8.684 ACK: 1 | Send ACK
8.685 ACK: 0 | Send ACK
8.685 ACK: 1 | Send ACK
8.685 ACK: 0 | Send ACK
8.685 ACK: 1 | Send ACK
8.686 ACK: 0 | DATA Corrupted
8.687 ACK: 0 | DATA Corrupted
8.687 ACK: 0 | Send ACK
8.688 ACK: 1 | DATA Corrupted
8.688 ACK: 1 | Send ACK
8.689 ACK: 0 | Send ACK
8.689 ACK: 1 | Send ACK
8.690 ACK: 0 | Send ACK
8.690 ACK: 1 | Send ACK
8.691 ACK: 0 | Send ACK
8.691 ACK: 1 | Send ACK
8.692 ACK: 0 | DATA Corrupted
8.692 ACK: 0 | Send ACK
8.692 ACK: 1 | Send ACK
8.695 ACK: 0 | Send ACK
8.696 ACK: 1 | Send ACK
8.697 ACK: 0 | Send ACK
8.697 ACK: 1 | DATA Corrupted
8.698 ACK: 1 | Send ACK
8.698 ACK: 0 | Send ACK
8.698 ACK: 1 | Send ACK
8.699 ACK: 0 | Send ACK
8.699 ACK: 1 | Send ACK
8.699 ACK: 0 | Send ACK
8.700 ACK: 1 | Send ACK
8.700 ACK: 0 | Send ACK
8.701 ACK: 1 | Send ACK
8.701 ACK: 0 | Send ACK
8.701 ACK: 1 | Send ACK
8.702 ACK: 0 | DATA Corrupted
8.702 ACK: 0 | Send ACK
8.702 ACK: 1 | Send ACK
8.703 ACK: 0 | Send ACK
8.703 ACK: 1 | Send ACK
8.703 ACK: 0 | Send ACK
8.704 ACK: 1 | Send ACK
8.710 ACK: 0 | Send ACK
8.713 ACK: 1 | Send ACK
8.714 ACK: 0 | Send ACK
8.716 ACK: 1 | Send ACK
8.717 ACK: 0 | Send ACK
8.718 ACK: 1 | Send ACK
8.720 ACK: 0 | Send ACK
8.721 ACK: 1 | Send ACK
8.722 ACK: 0 | Send ACK
8.722 ACK: 1 | Send ACK
8.723 ACK: 0 | Send ACK
8.724 ACK: 1 | Send ACK
8.725 ACK: 0 | Send ACK
8.725 ACK: 1 | Send ACK
8.726 ACK: 0 | Send ACK
8.727 ACK: 1 | Send ACK
8.728 ACK: 0 | Send ACK
8.729 ACK: 1 | Send ACK
8.729 ACK: 0 | Send ACK
8.730 ACK: 1 | Send ACK
8.731 ACK: 0 | Send ACK
8.732 ACK: 1 | Send ACK
8.733 ACK: 0 | Send ACK
8.733 ACK: 1 | Send ACK
8.734 ACK: 0 | Send ACK
8.734 ACK: 1 | Send ACK
8.735 ACK: 0 | Send ACK
8.735 ACK: 1 | Send ACK
8.736 ACK: 0 | Send ACK
8.736 ACK: 1 | Send ACK
8.737 ACK: 0 | Send ACK
8.737 ACK: 1 | Send ACK
8.738 ACK: 0 | Send ACK
8.738 ACK: 1 | Send ACK
8.738 ACK: 0 | Send ACK
8.738 ACK: 1 | Send ACK
8.739 ACK: 0 | Send ACK
8.739 ACK: 1 | Send ACK
8.739 ACK: 0 | Send ACK
8.739 ACK: 1 | Send ACK
8.740 ACK: 0 | Send ACK
8.740 ACK: 1 | Send ACK
8.741 ACK: 0 | Send ACK
8.742 ACK: 1 | Send ACK
8.743 ACK: 0 | Send ACK
8.743 ACK: 1 | Send ACK
8.743 ACK: 0 | Send ACK
8.744 ACK: 1 | Send ACK
8.744 ACK: 0 | Send ACK
8.745 ACK: 1 | Send ACK
8.749 ACK: 0 | Send ACK
8.749 ACK: 1 | Send ACK
8.750 ACK: 0 | Send ACK
8.750 ACK: 1 | Send ACK
8.751 ACK: 0 | Send ACK
8.751 ACK: 1 | Send ACK
8.751 ACK: 0 | Send ACK
8.752 ACK: 1 | Send ACK
8.752 ACK: 0 | Send ACK

File transfer is finished.
